Author,Work,Citation,Original,English
Pausanias,Description of Greece,5.10.2,"ἐποιήθη δὲ ὁ ναὸς καὶ τὸ ἄγαλμα τῷ Διὶ ἀπὸ λαφύρων, ἡνίκα Πίσαν οἱ Ἠλεῖοι καὶ ὅσον τῶν περιοίκων ἄλλο συναπέστη Πισαίοις πολέμῳ καθεῖλον. Φειδίαν δὲ τὸν ἐργασάμενον τὸ ἄγαλμα εἶναι καὶ ἐπίγραμμά ἐστιν ἐς μαρτυρίαν ὑπὸ τοῦ Διὸς γεγραμμένον τοῖς ποσί:“Φειδίας Χαρμίδου υἱὸς Ἀθηναῖός μ᾽ ἐποίησε.
”τοῦ ναοῦ δὲ Δώριος μέν ἐστιν ἡ ἐργασία, τὰ δὲ ἐκτὸς περίστυλός ἐστι:","The temple and the image were made for Zeus from spoils, when Pisa was crushed in war by the Eleans2, and with Pisa such of the subject peoples as conspired together with her. The image itself was wrought by Pheidias, as is testified by an inscription written under the feet of Zeus:“Pheidias, son of Charmides, an Athenian, made me.
”The temple is in the Doric style, and the outside has columns all around it. It is built of native stone."
Pausanias,Description of Greece,5.11.9-10,"μέτρα δὲ τοῦ ἐν Ὀλυμπίᾳ Διὸς ἐς ὕψος τε καὶ εὖρος ἐπιστάμενος γεγραμμένα οὐκ ἐν ἐπαίνῳ θήσομαι τοὺς μετρήσαντας, ἐπεὶ καὶ τὰ εἰρημένα αὐτοῖς μέτρα πολύ τι ἀποδέοντά ἐστιν ἢ τοῖς ἰδοῦσι παρέστηκεν ἐς τὸ ἄγαλμα δόξα, ὅπου γε καὶ αὐτὸν τὸν θεὸν μάρτυρα ἐς τοῦ Φειδίου τὴν τέχνην γενέσθαι λέγουσιν. ὡς γὰρ δὴ ἐκτετελεσμένον ἤδη τὸ ἄγαλμα ἦν, ηὔξατο ὁ Φειδίας ἐπισημῆναι τὸν θεὸν εἰ τὸ ἔργον ἐστὶν αὐτῷ κατὰ γνώμην: αὐτίκα δ᾽ ἐς τοῦτο τοῦ ἐδάφους κατασκῆψαι κεραυνόν φασιν, ἔνθα ὑδρία καὶ ἐς ἐμὲ ἐπίθημα ἦν ἡ χαλκῆ. [10]

ὅσον δὲ τοῦ ἐδάφους ἐστὶν ἔμπροσθεν τοῦ

ἀγάλματος, τοῦτο οὐ λευκῷ, μέλανι δὲ κατεσκεύασται τῷ λίθῳ: περιθεῖ δὲ ἐν κύκλῳ τὸν μέλανα λίθου Παρίου κρηπίς, ἔρυμα εἶναι τῷ ἐλαίῳ τῷ ἐκχεομένῳ. ἔλαιον γὰρ τῷ ἀγάλματί ἐστιν ἐν Ὀλυμπίᾳ συμφέρον, καὶ ἔλαιόν ἐστι τὸ ἀπεῖργον μὴ γίνεσθαι τῷ ἐλέφαντι βλάβος διὰ τὸ ἑλῶδες τῆς Ἄλτεως. ἐν ἀκροπόλει δὲ τῇ Ἀθηναίων τὴν καλουμένην Παρθένον οὐκ ἔλαιον, ὕδωρ δὲ τὸ ἐς τὸν ἐλέφαντα ὠφελοῦν ἐστιν: ἅτε γὰρ αὐχμηρᾶς τῆς ἀκροπόλεως οὔσης διὰ τὸ ἄγαν ὑψηλόν, τὸ ἄγαλμα ἐλέφαντος πεποιημένον ὕδωρ καὶ δρόσον τὴν ἀπὸ τοῦ ὕδατος ποθεῖ.","I know that the height and breadth of the Olympic Zeus have been measured and recorded; but I shall not praise those who made the measurements, for even their records fall far short of the impression made by a sight of the image. Nay, the god himself according to legend bore witness to the artistic skill of Pheidias. For when the image was quite finished Pheidias prayed the god to show by a sign whether the work was to his liking. Immediately, runs the legend, a thunderbolt fell on that part of the floor where down to the present day the bronze jar stood to cover the place.

[10]

All the floor in front of the image is paved, not with white, but with black tiles. In a circle round the black stone runs a raised rim of Parian marble, to keep in the olive oil that is poured out. For olive oil is beneficial to the image at Olympia, and it is olive oil that keeps the ivory from being harmed by the marshiness of the Altis. On the Athenian Acropolis the ivory of the image they call the Maiden is benefited, not by olive oil, but by water. For the Acropolis, owing to its great height, is over-dry, so that the image, being made of ivory, needs water or dampness."
Pausanias,Description of Greece,5.13.1,"ἔστι δὲ ἐντὸς τῆς Ἄλτεως καὶ Πέλοπι ἀποτετμημένον τέμενος: ἡρώων δὲ τῶν ἐν Ὀλυμπίᾳ τοσοῦτον προτετιμημένος ἐστὶν ὁΠέλοψ ὑπὸ Ἠλείων ὅσον Ζεὺς θεῶν τῶν ἄλλων. ἔστιν οὖν τοῦναοῦ τοῦ Διὸς κατὰ δεξιὰν τῆς ἐσόδου πρὸς ἄνεμον Βορέαν τὸΠελόπιον, ἀφεστηκὸς μὲν τοῦ ναοῦ τοσοῦτον ὡς μεταξὺ καὶἀνδριάντας καὶ ἀναθήματα ἄλλα ἀνακεῖσθαι, παρήκει δὲ ὡςἐπὶ τὸν ὀπισθόδομον ἀπὸ μέσου μάλιστα ἀρξάμενον τοῦναοῦ: καὶ λίθων τε θριγκῷ περιέχεται καὶ δένδρα ἐντὸςπεφυκότα καὶ ἀνδριάντες εἰσὶν ἀνακείμενοι,","Within the Altis there is also a sacred enclosure consecrated to Pelops, whom the Eleans as much prefer in honor above the heroes of Olympia as they prefer Zeus over the other gods. To the right of the entrance of the temple of Zeus, on the north side, lies the Pelopium. It is far enough removed from the temple for statues and other offerings to stand in the intervening space, and beginning at about the middle of the temple it extends as far as the rear chamber. It is surrounded by a stone fence, within which trees grow and statues have been dedicated."
Pausanias,Description of Greece,5.13.10,"ἀναβασμοὶ δὲ ἐς μὲν τὴν πρόθυσιν ἀνάγουσιν ἐξ ἑκατέραςτῆς πλευρᾶς λίθου πεποιημένοι: τὸ δὲ ἀπὸ τῆς προθύσεως ἐςτὸ ἄνω τοῦ βωμοῦ τέφρας παρέχεται καὶ ἀναβασμούς. ἄχριμὲν δὴ τῆς προθύσεως ἔστιν ἀναβῆναι καὶ παρθένοις καὶὡσαύτως γυναιξίν, ἐπειδὰν τῆς Ὀλυμπίας μὴ ἐξείργωνται: ἀπὸ τούτου δὲ ἐς τὸ ἀνωτάτω τοῦ βωμοῦ μόνοις ἔστινἀνδράσιν ἀνελθεῖν. θύεται δὲ τῷ Διὶ καὶ ἄνευ τῆςπανηγύρεως ὑπό τε ἰδιωτῶν καὶ ἀνὰ πᾶσαν ἡμέραν ὑπὸἨλείων.","The steps that lead up to the prothysis from either side are made of stone, but those leading from the prothysis to the upper part of the altar are, like the altar itself, composed of ashes. The ascent to the prothysis may be made by maidens, and likewise by women, when they are not shut out from Olympia, but men only can ascend from the prothysis to the highest part of the altar. Even when the festival is not being held, sacrifice is offered to Zeus by private individuals and daily1 by the Eleans."
Pausanias,Description of Greece,7.27.2,"κατὰδὲ τὴν ὁδὸν ἐς αὐτὴν τὴν πόλιν ἐστὶν Ἀθηνᾶς λίθου μὲνἐπιχωρίου ναός, ἐλέφαντος δὲ τὸ ἄγαλμα καὶ χρυσοῦ: Φειδίανδὲ εἶναι τὸν εἰργασμένον φασὶ πρότερον ἔτι ἢ ἐν τῇ ἀκροπόλειτε αὐτὸν τῇ Ἀθηναίων καὶ ἐν Πλαταιαῖς ποιῆσαι τῆς Ἀθηνᾶςτὰ ἀγάλματα. λέγουσι δὲ οἱ Πελληνεῖς καὶ ἄδυτον τῆςἈθηνᾶς καθήκειν ἐς βάθος τῆς γῆς, εἶναι δὲ τὸ ἄδυτον τοῦτοὑπὸ τοῦ ἀγάλματος τῷ βάθρῳ, καὶ τὸν ἀέρα ἐκ τοῦ ἀδύτουνότιόν τε εἶναι καὶ δι᾽ αὐτὸ τῷ ἐλέφαντι ἐπιτήδειον.","On the way to the city, close up to it, is a temple of Athena, built of local stone, but the image is of ivory and gold. They say that Pheidias made it before he made the images of Athena on the Athenian acropolis and at Plataea. The people of Pellene also say that a shrine of Athena sinks deep into the ground, that this shrine is under the pedestal of the image, and that the air from the shrine is damp, and consequently good for the ivory."
Pausanias,Description of Greece,8.41.7,"περιέχεται δὲ ἡ Φιγαλία ὄρεσιν, ἐν ἀριστερᾷ μὲν ὑπὸ τοῦκαλουμένου Κωτιλίου, τὰ δὲ ἐς δεξιὰν ἕτερον προβεβλημένονἐστὶν αὐτῆς ὄρος τὸ Ἐλάιον. ἀπέχει δὲ τῆς πόλεως ἐςτεσσαράκοντα τὸ Κωτίλιον μάλιστα σταδίους: ἐν δὲ τῷ αὐτῷχωρίον τέ ἐστι καλούμενον Βᾶσσαι καὶ ὁ ναὸς τοῦ Ἀπόλλωνοςτοῦ Ἐπικουρίου, λίθου καὶ αὐτὸς καὶ ὁ ὄροφος.","Phigalia is surrounded by mountains, on the left by the mountain called Cotilius, while on the right is another, Mount Elaius, which acts as a shield to the city. The distance from the city to Mount Cotilius is about forty stades. On the mountain is a place called Bassae, and the temple of Apollo the Helper, which, including the roof, is of stone."
Pausanias,Description of Greece,8.41.8,"ναῶν δὲὅσοι Πελοποννησίοις εἰσί, μετά γε τὸν ἐν Τεγέᾳ προτιμῷτοοὗτος ἂν τοῦ λίθου τε ἐς κάλλος καὶ τῆς ἁρμονίας ἕνεκα. τὸ δὲὄνομα ἐγένετο τῷ Ἀπόλλωνι ἐπικουρήσαντι ἐπὶ νόσῳλοιμώδει, καθότι καὶ παρὰ Ἀθηναίοις ἐπωνυμίαν ἔλαβενἈλεξίκακος ἀποτρέψας καὶ τούτοις τὴν νόσον.","Of the temples in the Peloponnesus, this might be placed first after the one at Tegea for the beauty of its stone and for its symmetry. Apollo received his name from the help he gave in time of plague, just as the Athenians gave him the name of Averter of Evil for turning the plague away from them."
Pausanias,Description of Greece,10.32.1,"τοῦ περιβόλου δὲ τοῦ ἱεροῦ θέατρον ἔχεται θέας ἄξιον, ἐπαναβάντι δὲ ἐκ τοῦ περιβόλου ** Διονύσου δὲ ἄγαλμα ἐνταῦθα Κνιδίων ἐστὶν ἀνάθημα. στάδιον δέ σφισιν ἀνωτάτω τῆς πόλεως τοῦτό ἐστιν: ἐπεποίητο δὲ ἐκ τῆς πέτρας ὁποῖαι περὶ τὸν Παρνασσόν εἰσιν αἱ πολλαί, ἄχρις Ἀθηναῖος Ἡρώδης λίθῳ τῷ Πεντελῆσιν αὐτὸ μετεκόσμησεν.
τὰ μὲν δὴ ἀνήκοντα ἐς συγγραφὴν τοσαῦτά τε καὶ τοιαῦτα κατ᾽ ἐμὲ ἦν τὰ δὲ λειπόμενα ἐν Δελφοῖς:","Adjoining the sacred enclosure is a theater worth seeing, and on coming up from the enclosure...and here is an image of Dionysus, dedicated by the Cnidians. The Delphian race-course is on the highest part of their city. It was made of the stone that is most common about Parnassus, until Herodes the Athenian rebuilt it of Pentelic marble. Such in my day the objects remaining in Delphi that are worth recording."
Pausanias,Description of Greece,10.36.3,"ἡ δὲ Ἄμβροσσος κεῖται μὲν ὑπὸ τὸ ὄρος τὸν Παρνασσόν, τὰἐπέκεινα δὲ ἢ Δελφοί: τεθῆναι δὲ τὸ ὄνομα τῇ πόλει ἀπὸἥρωός φασιν Ἀμβρόσσου. Θηβαῖοι δὲ ἐς τὸν Μακεδόνων καὶΦιλίππου καθιστάμενοι πόλεμον περιέβαλον τῇ Ἀμβρόσσῳδιπλοῦν τεῖχος: τὸ δέ ἐστιν ἐπιχωρίου λίθου, χρόαν μέλανος, ἐς τὰ μάλιστα ἰσχυροῦ: κύκλος δὲ ἑκάτερος τοῦ τείχουςπλάτος μὲν ἀποδέων ὀλίγον ἐστὶν ὀργυιᾶς, τὸ δὲ ὕψος ἐςἡμίσειάν τε καὶ δύο ὀργυιάς, ὅπου μὴ τὸ τεῖχος πεπόνηκε:","Ambrossus lies at the foot of Mount Parnassus, on the side opposite to Delphi. They say that the city was named after Ambrossus, a hero. On going to war with Philip and his Macedonians the Thebans drew round Ambrossus a double wall. It is made of a local stone, black in color and very hard indeed. Each ring of wall is a little less than a fathom broad, and two and a half fathoms in height except where it has broken down."
Strabo,Geography,12.2.8,"ἔστι δὲ καὶ ποταμὸς ἐν τῷ πεδίῳ τῷ πρὸ τῆς πόλεως Μέλαςκαλούμενος, ὅσον τετταράκοντα σταδίους διέχων τῆς πόλεως, ἐν ταπεινοτέρῳ τῆς πόλεως χωρίῳ τὰς πηγὰς ἔχων. ταύτῃ μὲνοὖν ἄχρηστος αὐτοῖς ἐστιν οὐχ ὑπερδέξιον ἔχων τὸ ῥεῦμα, εἰςἕλη δὲ καὶ λίμνας διαχεόμενος κακοῖ τὸν ἀέρα τοῦ θέρους τὸνπερὶ τὴν πόλιν, καὶ τὸ λατομεῖον δὲ ποιεῖ δύσχρηστον καίπερεὔχρηστον ὄν: πλαταμῶνες γὰρ εἰσίν, ἀφ᾽ ὧν τὴν λιθείανἔχειν ἄφθονον συμβαίνει τοῖς Μαζακηνοῖς πρὸς τὰςοἰκοδομίας, καλυπτόμεναι δ᾽ ὑπὸ τῶν ὑδάτων αἱ πλάκεςἀντιπράττουσι. καὶ ταῦτα δ᾽ ἐστὶ τὰ ἕλη πανταχοῦπυρίληπτα. Ἀριαράθης δ᾽ ὁ βασιλεὺς τοῦ Μέλανος κατά τιναστενὰ ἔχοντος τὴν εἰς τὸν Ἅλυν διέξοδον ἐμφράξας ταῦταλίμνην πελαγίαν ἀπέδειξε τὸ πλησίον πεδίον, ἐνταῦθα δὲνησῖδάς τινας ὡς τὰς Κυκλάδας ἀπολαβόμενος διατριβὰς ἐναὐταῖς [p. 757] ἐποιεῖτο μειρακιώδεις: ἐκραγὲν δ᾽ ἀθρόως τὸἔμφραγμα ἐξέκλυσε πάλιν τὸ ὕδωρ, πληρωθεὶς δ᾽ ὁ Ἅλυς τῆςτε τῶν Καππαδόκων πολλὴν παρέσυρε καὶ κατοικίας καὶφυτείας ἠφάνισε πολλὰς τῆς τε τῶν Γαλατῶν τῶν τὴνΦρυγίαν ἐχόντων οὐκ ὀλίγην ἐλυμήνατο: ἀντὶ δὲ τῆς βλάβηςἐπράξαντο ζημίαν αὐτὸν τάλαντα τριακόσια Ῥωμαίοιςἐπιτρέψαντες τὴν κρίσιν. τὸ δ᾽ αὐτὸ συνέβη καὶ περὶ Ἧρπα: καὶ γὰρ ἐκεῖ τὸ τοῦ Καρμάλα ῥεῦμα ἐνέφραξεν, εἶτ᾽ἐκραγέντος τοῦ στομίου καὶ τῶν Κιλίκων τινὰ χωρία τὰ περὶΜαλλὸν διαφθείραντος τοῦ ὕδατος, δίκας ἔτισεν τοῖςἀδικηθεῖσιν.","There is also a river in the plain before the city; it is called Melas, is about forty stadia distant from the city, and has its sources in a district that is below the level of the city. For this reason, therefore, it is useless to the inhabitants, since its stream is not in a favorable position higher up, but spreads abroad into marshes and lakes, and in the summertime vitiates the air round the city, and also makes the stone-quarry hard to work, though otherwise easy to work; for there are ledges of flat stones from which the Mazaceni obtain an abundant supply of stone for their buildings, but when the slabs are concealed by the waters they are hard to obtain. And these marshes, also, are everywhere volcanic. Ariarathes the king, since the Melas had an outlet into the Euphrates15 by a certain narrow defile, dammed this and converted the neighboring plain into a sea-like lake, and there, shutting off certain isle—like the Cyclades—from the outside world, passed his time there in boyish diversions. But the barrier broke all at once, the water streamed out again, and the Euphrates,16thus filled, swept away much of the soil of Cappadocia, and obliterated numerous settlements and plantations, and also damaged no little of the country of the Galatians who held Phrygia. In return for the damage the inhabitants, who gave over the decision of the matter to the Romans, exacted a fine of three hundred talents. The same was the case also in regard to Herpa; for there too he dammed the stream of the Carmalas River; and then, the mouth having broken open and the water having ruined certain districts in Cilicia in the neighborhood of Mallus, he paid damages to those who had been wronged."
Strabo,Geography,14.2.23,"τὰ δὲ Μύλασα ἵδρυται ἐν πεδίῳσφόδρα εὐδαίμονι: ὑπέρκειται δὲ κατὰ κορυφὴν ὄρος αὐτοῦ, λατόμιον λευκοῦ λίθου κάλλιστον ἔχον: τοῦτο μὲν οὖνὄφελός ἐστιν οὐ μικρόν, τὴν λιθείαν πρὸς τὰς οἰκοδομίαςἄφθονον καὶ ἐγγύθεν ἔχον καὶ μάλιστα πρὸς τὰς τῶν ἱερῶνκαὶ τῶν ἄλλων δημοσίων ἔργων κατασκευάς: τοιγάρτοιστοαῖς τε καὶ ναοῖς εἴ τις ἄλλη κεκόσμηται παγκάλως. θαυμάζειν δ᾽ ἔστι τῶν ὑποβαλόντων οὕτως ἀλόγως τὸ κτίσμαὀρθίῳ καὶ ὑπερδεξίῳ κρημνῷ: καὶ δὴ τῶν ἡγεμόνων τις εἰπεῖνλέγεται θαυμάσας τὸ πρᾶγμα ‘ταύτην γάρ’ ἔφη ‘τὴν πόλιν ὁκτίσας, εἰ μὴ ἐφοβεῖτο, ἆρ᾽ οὐδ᾽ ᾐσχύνετο;’ ἔχουσι δ᾽ οἱΜυλασεῖς ἱερὰ δύο τοῦ Διός, τοῦ τε Ὀσογῶα καλουμένου καὶΛαβραυνδηνοῦ, τὸ μὲν ἐν τῇ πόλει, τὰ δὲ Λάβραυνδα κώμηἐστὶν ἐν τῷ ὄρει κατὰ τὴν ὑπέρθεσιν τὴν ἐξ Ἀλαβάνδων εἰς τὰΜύλασα ἄπωθεν τῆς πόλεως: ἐνταῦθα νεώς ἐστιν ἀρχαῖοςκαὶ ξόανον Διὸς Στρατίου: τιμᾶται δὲ ὑπὸ τῶν κύκλῳ καὶ ὑπὸτῶν Μυλασέων, ὁδός τε ἔστρωται σχεδόν τι καὶ ἑξήκοντασταδίων μέχρι τῆς πόλεως ἱερὰ καλουμένη, δι᾽ ἧςπομποστολεῖται τὰ ἱερά: ἱερῶνται δ᾽ οἱ ἐπιφανέστατοι τῶνπολιτῶν ἀεὶ διὰ βίου. ταῦτα μὲν οὖν ἴδια τῆς πόλεως. τρίτον δ᾽ἐστὶν ἱερὸν τοῦ Καρίου Διὸς κοινὸν ἁπάντων Καρῶν, οὗμέτεστι καὶ Λυδοῖς καὶ Μυσοῖς ὡς ἀδελφοῖς. [p. 920] ἱστορεῖταιδὲ κώμη ὑπάρξαι τὸ παλαιόν, πατρὶς δὲ καὶ βασίλειον τῶνΚαρῶν τῶν περὶ τὸν Ἑκατόμνω: πλησιάζει δὲ μάλιστα τῇκατὰ Φύσκον θαλάττῃ ἡ πόλις, καὶ τοῦτ᾽ ἐστὶν αὐτοῖςἐπίνειον.","But as for Mylasa: it is situated in an exceedingly fertile plain; and above the plain, towering into a peak, rises a mountain, which has a most excellent quarry of white marble. Now this quarry is of no small advantage, since it has stone in abundance and close at hand, for building purposes and in particular for the building of temples and other public works;40 accordingly this city, as much as any other, is in every way beautifully adorned with porticoes and temples. But one may well be amazed at those who so absurdly founded the city at the foot of a steep and commanding crag. Accordingly, one of the commanders, amazed at the fact, is said to have said, ""If the man who founded this city, was not afraid, was he not even ashamed?"" The Mylasians have two temples of Zeus, Zeus Osogo, as he is called, and Zeus Labrandenus. The former is in the city, whereas Labranda is a village far from the city, being situated on the mountain near the pass that leads over from Alabanda to Mylasa. At Labranda there is an ancient shrine and statue of Zeus Stratius. It is honored by the people all about and by the Mylasians; and there is a paved road of almost sixty stadia from the shrine to Mylasa, called the Sacred Way, on which their sacred processions are conducted. The priestly offices are held by the most distinguished of the citizens, always for life. Now these temples belong peculiarly to the city; but there is a third temple, that of the Carian Zeus, which is a common possession of all Carians, and in which, as brothers, both Lydians and Mysians have a share. It is related that Mylasa was a mere village in ancient times, but that it was the native land and royal residence of the Carians of the house of Hecatomnos. The city is nearest to the sea at Physcus; and this is their seaport. "
Thucydides,The Peoloponnesian War,3.68.3,"τὴν δὲ πόλιν ἐνιαυτὸν μέν τινα [Θηβαῖοι] Μεγαρέων ἀνδράσικατὰ στάσιν ἐκπεπτωκόσι καὶ ὅσοι τὰ σφέτερα φρονοῦντεςΠλαταιῶν περιῆσαν ἔδοσαν ἐνοικεῖν: ὕστερον δὲ καθελόντεςαὐτὴν ἐς ἔδαφος πᾶσαν ἐκ τῶν θεμελίων ᾠκοδόμησαν πρὸςτῷ Ἡραίῳ καταγώγιον διακοσίων ποδῶν πανταχῇ, κύκλῳοἰκήματα ἔχον κάτωθεν καὶ ἄνωθεν, καὶ ὀροφαῖς καὶθυρώμασι τοῖς τῶν Πλαταιῶν ἐχρήσαντο, καὶ τοῖς ἄλλοις ἃ ἦνἐν τῷ τείχει ἔπιπλα, χαλκὸς καὶ σίδηρος, κλίναςκατασκευάσαντες ἀνέθεσαν τῇ Ἥρᾳ, καὶ νεὼν ἑκατόμπεδονλίθινον ᾠκοδόμησαν αὐτῇ. τὴν δὲ γῆν δημοσιώσαντεςἀπεμίσθωσαν ἐπὶ δέκα ἔτη, καὶ ἐνέμοντο Θηβαῖοι.","The city the Thebans gave for about a year to some political emigrants fromMegara, and to the surviving Plataeans of their own party to inhabit, and afterwards razed it to the ground from the very foundations, and built on to the precinct of Hera an inn two hundred feet square, with rooms all round above and below, making use for this purpose of the roofs and doors of the Plataeans: of the rest of the materials in the wall, the brass and the iron, they made couches which they dedicated to Hera, for whom they also built a stonechapel of a hundred feet square. The land they confiscated and let out on a ten-years' lease to Theban occupiers."
Thucydides,The Peoloponnesian War,4.3.2," καὶ ὁ Δημοσθένηςεὐθὺς ἠξίου τειχίζεσθαι τὸ χωρίον （ἐπὶ τοῦτο γὰρξυνεκπλεῦσαι）, καὶ ἀπέφαινε πολλὴν εὐπορίαν ξύλων τεκαὶ λίθων, καὶ φύσει καρτερὸν ὂν καὶ ἐρῆμον αὐτό τε καὶ ἐπὶπολὺ τῆς χώρας: ἀπέχει γὰρ σταδίους μάλιστα ἡ Πύλος τῆςΣπάρτης τετρακοσίους καὶ ἔστιν ἐν τῇ Μεσσηνίᾳ ποτὲ οὔσῃγῇ, καλοῦσι δὲ αὐτὴν οἱ Λακεδαιμόνιοι Κορυφάσιον.","Demosthenes at once urged them to fortify the place, it being for this that he had come on the voyage, and made them observe there was plenty of stone and timber on the spot, and that the place was strong by nature, and together with much of the country round unoccupied; Pylos, or Coryphasium, as the Lacedaemonians call it, being about forty-five miles distant from Sparta, and situated in the old country of the Messenians."
Xenophon,Anabasis,3.4.7-10," ἐνταῦθα πόλις ἦνἐρήμη μεγάλη, ὄνομα δ᾽ αὐτῇ ἦν Λάρισα: ᾤκουν δ᾽ αὐτὴν τὸπαλαιὸν Μῆδοι. τοῦ δὲ τείχους αὐτῆς ἦν τὸ εὖρος πέντε καὶεἴκοσι πόδες, ὕψος δ᾽ ἑκατόν: τοῦ δὲ κύκλου ἡ περίοδος δύοπαρασάγγαι: ᾠκοδόμητο δὲ πλίνθοις κεραμεαῖς: κρηπὶς δ᾽ὑπῆν λιθίνη τὸ ὕψος εἴκοσι ποδῶν. [8] ταύτην βασιλεὺςΠερσῶν ὅτε παρὰ Μήδων τὴν ἀρχὴν ἐλάμβανον Πέρσαιπολιορκῶν οὐδενὶ τρόπῳ ἐδύνατο ἑλεῖν: ἥλιον δὲ νεφέληπροκαλύψασα ἠφάνισε μέχρι ἐξέλιπον οἱ ἄνθρωποι, καὶοὕτως ἑάλω. [9] παρὰ ταύτην τὴν πόλιν ἦν πυραμὶς λιθίνη, τὸμὲν εὖρος ἑνὸς πλέθρου, τὸ δὲ ὕψος δύο πλέθρων. ἐπὶ ταύτηςπολλοὶ τῶν βαρβάρων ἦσαν ἐκ τῶν πλησίον κωμῶνἀποπεφευγότες. [10] ἐντεῦθεν δ᾽ ἐπορεύθησαν σταθμὸν ἕναπαρασάγγας ἓξ πρὸς τεῖχος ἔρημον μέγα †πρὸς τῇ πόλει† κείμενον: ὄνομα δὲ ἦν τῇ πόλει Μέσπιλα: Μῆδοι δ᾽ αὐτήνποτε ᾤκουν. ἦν δὲ ἡ μὲν κρηπὶς λίθου ξεστοῦ κογχυλιάτου, τὸεὖρος πεντήκοντα ποδῶν καὶ τὸ ὕψος πεντήκοντα.","Here was a large deserted city1; its name was Larisa, and it was inhabited in ancient times by the Medes. Its wall was twenty-five feet in breadth and a hundred in height, and the whole circuit of the wall was two parasangs. It was built of clay bricks, and rested upon a stone foundation twenty feet high. [8] This city was besieged by the king2 of the Persians at the time when the Persians were seeking to wrest from the Medes their empire, but he could in no way capture it. A cloud, however, overspread the sun and hid it from sight until the inhabitants abandoned their city; and thus it was taken. [9] Near by this city was a pyramid of stone, a plethrum in breadth and two plethra in height; and upon this pyramid were many barbarians who had fled away from the neighbouring villages. [10]

From this place they marched one stage, six parasangs, to a great stronghold, deserted and lying in ruins. The name of this city was Mespila,3 and it was once inhabited by the Medes. The foundation of its wall was made of polished stone full of shells, and was fifty feet in breadth and fifty in height."
Flavius Josephus,Against Apion,1.128,,"Now in this palace he erected very high walks, supported by stone pillars, and by planting what was called a pensile paradise, and replenishing it with all sorts of trees, he rendered the prospect an exact resemblance of a mountainous country. This he did to please his queen, because she had been brought up in Media, and was fond of a mountainous situation."""
Flavius Josephus,Against Apion,1.161,,"they call it Jerusalem. There is about the middle of the city a wall of stone, whose length is five hundred feet, and the breadth a hundred cubits, with double cloisters; wherein there is a square altar, not made of hewn stone, but composed of white stones gathered together, having each side twenty cubits long, and its altitude ten cubits."
Polybius,Histories,4.52,"πρὸςδὲ Προυσίαν τοιαίδε τινές, εἶναιΠρουσίᾳ καὶ Βυζαντίοις εἰρήνην καὶφιλίαν εἰς τὸν ἅπαντα χρόνον, μὴστρατεύειν δὲ μήτε Βυζαντίους ἐπὶΠρουσίαν τρόπῳ μηδενὶ μήτε Προυσίανἐπὶ Βυζαντίους: [7] ἀποδοῦναι δὲΠρουσίαν Βυζαντίοις τάς τε χώρας καὶτὰ φρούρια καὶ τοὺς λαοὺς καὶ τὰπολεμικὰ σώματα χωρὶς λύτρων, πρὸςδὲ τούτοις τὰ πλοῖα τὰ κατ᾽ ἀρχὰςληφθέντα τοῦ πολέμου καὶ τὰ βέλη τὰκαταληφθέντ᾽ ἐν τοῖς ἐρύμασιν, ὁμοίωςδὲ καὶ τὰ ξύλα καὶ τὴν λιθίαν καὶ τὸνκέραμον τὸν ἐκ τοῦ Ἱεροῦ χωρίου —"," But that with Prusias contained the following provisions: ""There shall be peace and amity for ever between Prusias and the Byzantines; the Byzantines shall in no way attack Prusias, nor Prusias the Byzantines. Prusias shall restore to Byzantines all lands, forts, populations, and prisoners of war, without ransom; and besides these things, the ships taken at the beginning of the war, and the arms seized in the fortresses; and also the timbers, stone-work, and roofing belonging to the fort called Hieron"" "
Polybius,Histories,8.37,"ἐξηριθμήσατο τοὺς δόμους: ἦν γὰρ 1 ὁπύργος ἐκ συννόμων λίθωνᾠκοδομημένος, ὥστε καὶ λίανεὐσυλλόγιστον εἶναι τὴν ἀπὸ γῆς τῶνἐπάλξεων ἀπόστασιν.","He counted the layers; for as the tower had been built of regular layers of stone, it was very easy to reckon the height of the battlements from the ground. ."
