Author,Work,Book,Chapter,Line,Latin,English
Vitruvius,De Architectura,10,1,1,"Machina est continens e materia coniunctio maximas adonerum motus habens virtutes. ea movetur ex artecirculorum rotundationibus, quam Graeci ???????????????? appellant. est autem unum genus scansorium, quod graece ??????????? dicitur; alterum spirabile, quodapud eos ??????????? appellatur; tertium tractorium, idautem Graeci ????????? vocitant. scansorium autem est, cum machinae ita fuerint conlocatae, ut ad altitudinemtignis statutis et transversariis conligatis sine periculoscandatur ad apparatus spectatione; at spirabile, cumspiritus ex expressionibus inpulsus et plagae vocesque????????? exprimantur;","A machine is a combination of materials capable of moving great weights. It derives its power from that circular application of motion which the Greeks call ??????? ???????. The first species is for scaling (scansoria), which the Greeks call ???????????. The second, wherein the wind is the moving power, is, by the Greeks, called ???????????. The third sort of machine is for draft, and they call it ????????. The scaling machine is constructed for the purpose of ascending, without danger, to view works of considerable altitude, and is formed of long pieces of timber connected together by transverse pieces. The pneumatic machine is for the purpose of imitating the sounds of stringed and wind instruments, by means of a rush of air organically introduced."
Vitruvius,De Architectura,10,1,2,"tractorium vero, cum onera machinis pertrahuntur, ut adaltitudinem sublata conlocentur. scansoria ratio non artesed audacia gloriatur; ea catenationibus et transversariiset plexis conligationibus et erismatorum fulturiscontinentur. quae autem spiritus potestate adsumitingressus, elegantes artis subtilitatibus consequetureffectus. tractoria autem maiores et magnificentia plenashabet ad utilitatem opportunitates et in agendo cumprudentia summas virtutes.","Machines of draft are constructed for the purpose of removing or raising great weights. The scaling machine is one more of boldness than of art, being a combination of longitudinal timbers connected together by cross pieces, the splicings well lashed together, and the whole supported by shores or props. But the machine which, by the action of wind, produces very pleasing effect, requires great ingenuity in its construction. The machines for draft perform much greater and more important operations, in their application to different purposes, and, when skilfully managed, are of great utility."
Vitruvius,De Architectura,10,2,1,"Primumque instituemus de îs, quae aedibus sacris adoperumque publicorum perfectionem necessitatecomparantur. quae fiunt ita. tigna duo ad onerummagnitudinem ratione expediuntur. a capite ea fibulaconiuncta et in imo divaricata eriguntur, funibus incapitibus conlocatis et circa dispositis erecta retinentur. alligatur in summo troclea, quem etiam nonnullirechamum dicunt. in trocleam induntur orbiculi II peraxiculos versationes habentes. per orbiculum summumtraicitur ductarius funis, deinde demittitur et traduciturcirca orbiculum trocleae inferioris. refertur autem adorbiculum imum trocleae superioris et ita descendit adinferiorem et in foramine eius religatur. altera pars funisrefertur inter imas machinae partes.","We will begin by describing those engines which are chiefly used in the erection of sacred buildings, and other public works. They are made as follows: three pieces of timber are prepared suitable to the greatness of weights to be lifted, connected at the top by a pin, but spreading extensively at their feet. These are raised by means of ropes made fast to the top, and when raised, are thereby kept steady. To the top is then made fast a block, by some called rechamus. In this block are two pulleys, turning on axles; over the upper pulley passes the leading rope, which, let fall and drawn through under the lower pulley of the bottom block is returned thence over the lower pulley of the upper block: the rope again descends to the lower block, and its end is made fast to the eye of it. We refer the other end of the rope to the description of the lower part of the machine."
Vitruvius,De Architectura,10,2,2,"In quadris autem tignorum posterioribus, quo loci suntdivaricata, figuntur chelonia, in quae coiciuntursucularum capita, ut faciliter axes versentur. eae suculaeproxime capita habent foramina bina ita temperata, utvectes in ea convenire possint. ad rechamum autem imumferrei forfices religantur, quorum dentes in saxa forataaccommodantur. cum autem funis habet caput adsuculam religatum et vectes ducentes eam versant, funisse involvendo circum suculam extenditur et ita sublevatonera ad altitudinem et operum conlocationes.","On the back faces of the pieces of timber, where they diverge, are fixed socket-pieces (chelonia), for the gudgeons of the axles to work, so that they may revolve freely. The axles at the ends near the gudgeons, are pierced with two holes, so adjusted as to fit and receive the levers. Iron shears are then made fast to the under part of the lower block, whose teeth are received in holes cut in the piece of stone, for the purpose. The loose end of the rope being now attached to the axle, and that turned round by means of the levers, the rope, in winding round the axle, raises the weight to its height and place in the work."
Vitruvius,De Architectura,10,2,8,"Est autem aliud genus machinae satis artificiosum et adusum celeritatis expeditum, sed in eo dare operam nonpossunt nisi periti. est enim tignum, quod erigitur etdistenditur retinaculis quadrifariam. sub retinaculochelonia duo figuntur, troclea funibus supra cheloniareligatur, sub troclea regula longa circiter pedes duos, latadigitos sex, crassa quattuor supponitur. trocleae ternosordines orbiculorum in latitudine habentes conlocantur.ita tres ductarii funes in summa machina religantur.deinde referuntur ad imam trocleam et traiciuntur exinteriore parte per eius orbiculos summos. deindereferuntur ad superiorem trocleam et traiciuntur abexteriore parte","There is another species of machine, ingenious in respect of its contrivance, and of ready application in practice; but it should not be used except by experienced persons. A pole or log of timber is raised, and kept in its situation by means of four guy ropes in opposite directions. Under the place where the guy ropes at top are made fast to the pole, two cheeks are fixed, above which the block is tied with ropes. Under the block, a piece of timber •about two feet long, six inches wide, and four inches thick, is placed. The blocks have three ranks of pulleys latitudinally, so that it is necessary to conduct three leading ropes from the upper part of the machine; these are brought down to the lower block, passing from the outer sides of the lower pulleys to the inner sides of the lower pulleys of the upper block."
Vitruvius,De Architectura,10,2,11,"Non est autem alienum etiam Chersiphronos ingeniosam rationem exponere. is enim scapos columnarum e lapidicinis cum deportare vellet Ephesi ad Dianae fanum, propter magnitudinem onerum et viarum campestrem mollitudinem non confisus carris, ne rotae devorarentur, sic est conatus. de materia trientali scapos quattuor, 
* * * duos transversarios interpositos, quanta longitudo scapi fuerat, complectit et compegit et ferreos cnodacas uti subscudes in capitibus scaporum inplumbavit et armillas in materia ad cnodacas circumdandos infixit; cnodaces autem in armillis inclusi liberam habuerunt versationem. iamiam ita, cum boves ducerent subiuncti, scapi versando in cnodacibus et armillis sine fine volvebantur.","It will be useful to explain the ingenious contrivance of Chersiphron.º When he removed from the quarry the shafts of the columns which he had prepared for the temple of Diana at Ephesus, not thinking it prudent to trust them on carriages, lest their weight should sink the wheels in the soft roads over which they would have to pass, he devised the following scheme. He made a frame of four pieces of timber, two of which were equal in length to the shafts of the columns, and were held together by the two transverse pieces. In each end of the shaft he inserted iron pivots, whose ends were dovetailed thereinto, and run with lead. The pivots worked in gudgeons fastened to the timber frame, whereto were attached oaken shafts. The pivots having a free revolution in the gudgeons, when the oxen were attached and drew the frame, the shafts rolled round, and might have been conveyed to any distance."
Vitruvius,De Architectura,10,13,2,"Postea quidam faber Tyrius nomine Pephrasmenos hacratione et inventione inductus malo statuto ex eo alterumtransversum uti trutinam suspendit et reducendo etinpellendo vementibus plagis deiecit Gaditanorummurum. Geras autem Chalcedonius de materia primumbasim subiectis rotis fecit supraque compegit arrectariis etiugis varas et in his suspendit arietem coriisque bubulistexit, uti tutiores essent, qui in ea machinatione adpulsandum murum essent conlocati. is autem, quodtardos conatus habuerat, testudinem arietariam appellarecoepit.","After that, a certain workman of Tyre, of the name of Pephasmenos, turning his attention to the subject, fixed up a pole and suspended a cross piece therefrom after the method of a steelyard, and thus swinging it backwards and forwards, levelled with heavy blows the walls of Cadiz. Cetras the Chalcedonian, was the first who added a base to it of timber moveable on wheels, and covered it with a roof on upright and cross pieces: on this he suspended the ram, covering it with bulls' hides, so that those who were employed therein battering the walls might be secure from danger. And inasmuch as the machine moved but slowly, they called it the tortoise of the ram. Such was the origin of this species of machines."
Vitruvius,De Architectura,10,14,2,"Conlocentur autem insuper basim tigna duo in utramquepartem proiecta pedes senos, quorum circa proiecturasfigantur altera proiecta duo tigna ante frontes pedes XII, crassa et lata uti in basi sunt scripta. insuper hanccompactionem erigantur postes compactiles praetercardines pedum VIIII, crassitudine quoquoversuspalmopedales, intervalla habentes inter se sesquipedis. eaconcludantur superne intercardinatis trabibus. supratrabes conlocentur capreoli cardinibus alius in aliumconclusi, in altitudine excitati pedes XII. supra capreolosconlocetur quadratum tignum, quo capreoli coniungantur.","Above the base are placed two beams, projecting •six feet on each side; round the projections of which two other beams are fixed in front,•seven feet long, and their width and thickness as described for the base. Upon this frame which is to be morticed, posts are placed, •nine feet high, exclusive of their tenons, •one foot and a palm square, and a foot and a half distant from each other. These are tied in at top by means of morticed beams. Above these beams are braces, with tenons, the end of one being let into the next to the height of nine feet, and over the braces is a square piece of timber, by which they are connected."
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
