" gaboon ebony, african ebony, nigerian ebony, cameroon ebony", diospyros crassiflora, equatorial west africa,15,18,m,0.6,1,m,955,kg/m3,"13,700",n,158.1,mpa,16.89,gpa,76.3,mpa,radial,8.3,tangential,11.2,volumetric,19.6," ebony is rated as being very durable, with good resistance to termites and other insects."," can be difficult to work due to its extremely high density. has a dulling effect on cutters. tearout may occur on pieces that have interlocked or irregular grain. due to the high oil content found in this wood, it can occasionally cause problems with gluing.finishes well, and polishes to a high luster. responds well to steam bending."," small/ornamental items, such as piano keys, musical instrument parts, pool cues, carvings, and other small specialty items.",,,,,,,
" macassar ebony, striped ebony", diospyros celebica, southeast asia,15,20,m,0.4,,m,"1,120",kg/m3,"14,140",n,157.2,mpa,17.35,gpa,80.2,mpa,,,,,,,,,,,,,,,,
" black and white ebony, pale moon ebony"," diospyros malabarica (syn. diospyros embryopteris, d. peregrina)",laos and southeast asia,15,35,m,0.3,1,m,825,kg/m3,"7,920",n,,,,,,,,,,,,,,,,,,,,,,
 texas ebony, ebenopsis ebano, southern texas and eastern mexico,6,9,m,0.3,0.6,m,965,kg/m3,"12,560",n,152.3,mpa,16.54,gpa,74.1,mpa,,,,,,,,,,,,,,,,
" persimmon, white ebony", diospyros virginiana, eastern united states,18,24,m,0.3,0.6,m,835,kg/m3,"10,230",n,122.1,mpa,13.86,gpa,63.2,mpa,radial,7.9,tangential,11.2,volumetric,19.1," being that nearly all of persimmon is sapwood, it is rated as perishable and issusceptibleto insect attack."," overall workability is so-so. persimmon generally responds well to hand tools, but can be difficult to plane and blunts cutting edges faster than expected. turns and finishes well."," turned objects, golf club heads, veneer, and other small specialty wood items.",,,,,,,
" ekki, azobe", lophira alata, west africa,30,46,m,1.5,1.8,m,"1,065",kg/m3,"14,330",n,195.8,mpa,18.99,gpa,95.8,mpa,radial,8,tangential,11.1,volumetric,18.3," rated as very durable, with good resistance to insect attacks. good weathering characteristics."," difficult to work on account of its density and interlocked grain, which can cause tearout. ekki also has a pronounced blunting effect on cutting edges.  gluing can also pose problems due to its density and oil content."," bridges, boatbuilding, marine applications, decking, and flooring.",,,,,,,
" american elm, soft elm, water elm", ulmus americana, eastern to midwest united states,20,30,m,0.6,1,m,560,kg/m3,"3,690",n,81.4,mpa,9.24,gpa,38.1,mpa,radial,4.2,tangential,9.5,volumetric,14.6,rated as non-durable; susceptible to insect attack. living trees are susceptible to dutch elm disease.,"can be a challenge to work because of interlocked grain, especially on quartersawn surfaces. planing can cause tearout and/or fuzzy surfaces. poor dimensional stability. glues, stains, and finishes well. responds well to steam bending, and holds nails and screws well."," boxes, baskets, furniture, hockey sticks, veneer, wood pulp, and papermaking.",,,,,,,
 cedar elm, ulmus crassifolia, south-central north america,20,30,m,1,1.5,m,655,kg/m3,"5,870",n,93.1,mpa,10.21,gpa,41.5,mpa,radial,4.7,tangential,10.2,volumetric,15.4,rated as non-durable; susceptible to insect attack. living trees are susceptible to dutch elm disease.,"can be a challenge to work because of interlocked grain, especially on quartersawn surfaces. planing can cause tearout and/or fuzzy surfaces. poor dimensional stability. glues, stains, and finishes well. responds well to steam bending, and holds nails and screws well."," boxes, baskets, furniture, hockey sticks, veneer, wood pulp, and papermaking.",,,,,,,
 dutch elm," ulmus ÌÑ hollandica (dutch elm is a european elm hybrid, coming from u. glabra x u. minor and/or a variety of other species)", europe,25,35,m,1,1.5,m,575,kg/m3,"3,790",n,68.7,mpa,7.52,gpa,32,mpa,,,,,,,,,,,,,,,,
" english elm, carpathian elm", ulmus procera<br />(sometimes treated as a synonym of u. minor), western europe,25,35,m,1,2,m,565,kg/m3,"3,620",n,65,mpa,7.12,gpa,32.7,mpa,radial,5,tangential,7,,,rated as non-durable; susceptible to insect attack. living trees are susceptible to dutch elm disease.,"can be a challenge to work because of interlocked grain, especially on quartersawn surfaces. planing can cause tearout and/or fuzzy surfaces. poor dimensional stability. glues, stains, and finishes well. responds well to steam bending, and holds nails and screws well."," boxes, baskets, furniture, hockey sticks, veneer, archery bows, and paper (pulpwood).",,,,,,,
" red elm, slippery elm, soft elm", ulmus rubra, eastern to midwest united states,15,24,m,0.6,1,m,600,kg/m3,"3,830",n,89.7,mpa,10.28,gpa,43.9,mpa,radial,4.9,tangential,8.9,volumetric,13.8,rated as non-durable; susceptible to insect attack. living trees are susceptible to dutch elm disease.,"can be a challenge to work because of interlocked grain, especially on quartersawn surfaces. planing can cause tearout and/or fuzzy surfaces. poor dimensional stability. glues, stains, and finishes well. responds well to steam bending, and holds nails and screws well."," boxes, baskets, furniture, hockey sticks, veneer, wood pulp, and papermaking.",,,,,,,
" rock elm, cork elm", ulmus thomasii, midwestern united states,20,30,m,0.6,1.2,m,755,kg/m3,"5,870",n,102.1,mpa,10.62,gpa,48.6,mpa,radial,4.8,tangential,8.1,volumetric,14.9,rated as non-durable; susceptible to insect attack. living trees are susceptible to dutch elm disease.,"can be a challenge to work because of interlocked grain, especially on quartersawn surfaces. planing can cause tearout and/or fuzzy surfaces. poor dimensional stability. glues, stains, and finishes well. responds well to steam bending, and holds nails and screws well."," boxes, baskets, furniture, hockey sticks, veneer, wood pulp, and papermaking.",,,,,,,
" winged elm, wahoo", ulmus alata, southern and south-central united states,11,15,m,0.3,0.6,m,675,kg/m3,"6,850",n,102.1,mpa,11.38,gpa,46.8,mpa,radial,5.3,tangential,11.6,volumetric,17.7,rated as non-durable; susceptible to insect attack. living trees are susceptible to dutch elm disease.,"can be a challenge to work because of interlocked grain, especially on quartersawn surfaces. planing can cause tearout and/or fuzzy surfaces. poor dimensional stability. glues, stains, and finishes well. responds well to steam bending, and holds nails and screws well."," boxes, baskets, furniture, hockey sticks, veneer, wood pulp, and papermaking.",,,,,,,
" wych elm, scots elm", ulmus glabra, europe,20,30,m,0.6,1.2,m,605,kg/m3,"4,400",n,98.2,mpa,11.14,gpa,46.3,mpa,,,tangential,12.4,,,,,,,,,,,,
"etimoe, african etimoe",copaifera spp. (c. mildbraediiand c.salikounda),west and central africa,30,50,m,1,1.5,m,755,kg/m3,"7,380",n,142.4,mpa,13.75,gpa,69.1,mpa,radial,5,tangential,8.2,volumetric,13.5, rated as durable to moderately durable. moderate insect resistance.," generally easy to work with hand or machine tools, though resin present in the wood has a tendency to clog and gum up tools. turns, glues, and finishes well."," veneer, plywood, furniture, flooring, and turned objects.",,,,,,,
 balsam fir, abies balsamea, northeastern north america,12,20,m,0.3,0.6,m,400,kg/m3,"1,780",n,60.7,mpa,9.57,gpa,34.5,mpa,radial,2.9,tangential,6.9,volumetric,11.2," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 california red fir, abies magnifica," primarily sierra nevada mountain range in california, but also in southwest oregon",30,45,m,1,1.5,m,435,kg/m3,"2,220",n,71.5,mpa,10.23,gpa,37.3,mpa,radial,4.5,tangential,7.9,volumetric,11.4," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 douglas-fir, pseudotsuga menziesii, western north america,60,75,m,1.5,2,m,510,kg/m3,"2,760",n,86.2,mpa,12.17,gpa,47.9,mpa,radial,4.5,tangential,7.3,volumetric,11.6," douglas-fir heartwood is rated to be moderately durable in regard to decay, but is susceptible to insect attack."," typically machines well, but has a moderate blunting effect on cutters. accepts stains, glues, and finishes well."," veneer, plywood, and structural/construction lumber.",,,,,,,
 european silver fir, abies alba, mountainous regions of europe,30,46,m,1,1.5,m,415,kg/m3,"1,420",n,66.1,mpa,8.28,gpa,41,mpa,radial,4,tangential,8.7,volumetric,12.8," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 grand fir, abies grandis, northwestern united states and southern british columbia,30,60,m,1,1.2,m,450,kg/m3,"2,180",n,60.3,mpa,10.55,gpa,35.9,mpa,radial,3.4,tangential,7.5,volumetric,11," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 noble fir, abies procera, pacific northwest region of the united states,30,55,m,1,1.5,m,415,kg/m3,"1,820",n,74.4,mpa,11.17,gpa,39.5,mpa,radial,4.3,tangential,8.3,volumetric,12.4," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 pacific silver fir, abies amabilis, pacific northwest region of north america,30,60,m,0.6,1,m,435,kg/m3,"1,910",n,70.6,mpa,11.59,gpa,41.8,mpa,radial,4.4,tangential,9.2,volumetric,13," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 subalpine fir, abies lasiocarpa, mountainous regions of eastern north america,20,30,m,0.6,1,m,530,kg/m3,"1,560",n,58,mpa,9.13,gpa,33.9,mpa,radial,2.6,tangential,7.4,volumetric,9.4," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
 white fir, abies concolor, mountainous regions of western united states,37,55,m,1.2,1.8,m,415,kg/m3,"2,140",n,66.9,mpa,10.24,gpa,39.6,mpa,radial,3.3,tangential,7,volumetric,9.8," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks."," generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well."," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",,,,,,,
"freijo, laurel blanco","cordia spp. (c.alliodora, c.goeldiana)",from southern mexico to brazil,20,30,m,0.6,1,m,565,kg/m3,"3,970",n,86.7,mpa,12.93,gpa,46,mpa,radial,3.9,tangential,6.7,volumetric,10,"variable, generally depending on the darkness of the wood. rated as durable, though lighter-colored boards are less durable. mixed insect resistance."," easy to work with hand or machine tools. glues, turns, and finishes well."," veneer, furniture, turned objects, cabinetry, boatbuilding, and millwork",,,,,,,
" argentine osage orange, fustic"," maclura tinctoria (syn.chlorophora tinctoria, morus tinctoria)"," tropical america (west indies, central and south america)",18,25,m,0.6,1,m,910,kg/m3,"10,590",n,134.9,mpa,14.9,gpa,80.8,mpa,radial,3.4,tangential,5.4,volumetric,7.8, argentine osage orange is very durable and has good weathering characteristics; it is also resistant to termites.," working this wood can be difficult due to its hardness and density, though it is reported to have little dulling effect on cutting edges. it turns well, and also takes stains, glues and finishes well."," heavy construction (within the tree's natural range), flooring, furniture, turnings, and other small specialty wood items.",,,,,,,
"okoume, gabon",aucoumea klaineana,central africa (primarily gabon),30,40,m,1,1.8,m,430,kg/m3,"1,790",n,75,mpa,8.47,gpa,36.2,mpa,radial,4.6,tangential,7.1,volumetric,12.2,rated as non-durable; poor insect resistance.,high silica content has a pronounced blunting effect on cutters. planing and shaping may produce tearout or fuzzy surfaces. glues and finishes well.," veneer, plywood, boatbuilding, musical instruments, furniture, and interior millwork.",,,,,,,
 garapa, apuleia leiocarpa, south america,20,30,m,1,1.5,m,820,kg/m3,"7,350",n,127.8,mpa,15.57,gpa,62.3,mpa,radial,4.2,tangential,7.5,volumetric,11.4,"rated as durable, though vulnerable to termites and other insect attacks."," garapa is fairly easy to work, despite its density. glues and finishes well, and is about average for dimensional stability."," flooring, decking, dock, and boatbuilding.",,,,,,,
"giant chinkapin,chinquapin",chrysolepis chrysophylla (formerlycastanopsischrysophylla),pacific coast region of the united states,20,30,m,1,1.2,m,515,kg/m3,"3,250",n,73.8,mpa,8.55,gpa,28.6,mpa,radial,4.6,tangential,7.4,volumetric,13.2,rated as non-durable to perishable; poor insect resistance.,"overall working characteristics are good for both hand and machine tools, though drying defects are common if lumber is not carefully dried. glues, stains, and finishes well.","furniture, veneer, and small specialty wood objects.",,,,,,,
gidgee,"acacia cambagei, a.pruinocarpa", endemic to australia,6,12,m,0.3,,m,"1,150",kg/m3,"18,990",n,130,mpa,18.5,gpa,70,mpa,radial,4,tangential,5.1,volumetric,9.2, no data available., no data available.,"<span style=line-height 1.5em;""> no data available.</span>""",,,,,,,
" goncalo alves, tigerwood, jobillo", astronium graveolens (syn. a. fraxinifolium), from mexico southward to brazil,30,40,m,1,1.5,m,905,kg/m3,"9,640",n,117,mpa,16.56,gpa,74.2,mpa,radial,4.2,tangential,7.8,volumetric,11.2," goncalo alves has excellent weathering properties, and is rated as very durable regarding decay resistance."," goncalo alves is generally not too difficult to work, despite its high density. figured pieces with irregular grain can pose a challenge in planing and machining operations. goncalo alves can also have a moderate blunting effect on cutters. the wood is very resistant to moisture absorption, which can make it difficult to glue. goncalo alves turns and finishes well."," flooring, veneers, furniture, cabinetry, carving, turned objects, and other small wood specialty objects such as pool cues, archery bows, knife handles, etc.",,,,,,,
 greenheart, chlorocardium rodiei (syn. ocotea rodiei), northeastern south america,23,30,m,0.5,0.6,m,"1,010",kg/m3,"11,260",n,185.5,mpa,24.64,gpa,91.7,mpa,radial,8.2,tangential,8.9,volumetric,16.5," greenheart is rated as very durable, and is also resistant to most insect attacks. it's also considered to be one of the best-suited woods for use in marineenvironments, and has good weathering characteristics."," generally somewhat difficult to work on account of its density, with a moderate to high blunting effect on cutters. sections with interlocked grain should be machined with care to avoid grain tearout. gluing can be difficult in some pieces, and precautions for gluing tropical species should be followed. turns and finishes well.respondsmoderatelywell to steam-bending."," boatbuilding, docks, decking, posts, fishing rods, pool cues, and other turned wood items.",,,,,,,
"guanacaste, parota",enterolobium cyclocarpum,"primarily central america, as well as mexico and northern south america",20,30,m,1.5,2.5,m,440,kg/m3,"2,100",n,59.6,mpa,8.46,gpa,37.2,mpa,radial,2.2,tangential,4.9,volumetric,7.1, rated as durable to very durable; mixed insect resistance.," easy to work with hand and machine tools. however, tearout is common during planing, and fuzzy surfaces may be seen after machining, especially on quartersawn surfaces. glues and finishes well."," furniture frames, table slabs, boatbuilding, millwork, and turned objects.",,,,,,,
"blue gum, tasmanian blue gum", eucalyptus globulus,tasmania and southern australia; also widely grown on plantations in subtropical regions,30,55,m,1,1.5,m,820,kg/m3,"10,550",n,134.7,mpa,18.76,gpa,76.9,mpa,radial,6.8,tangential,12.8,volumetric,19.7," rated as moderately durable, thoughsusceptibleto insect attack.","gives moderately good results with hand and machine tools, though boards with interlocked grain (especiallyon quartersawn surfaces) frequently causes tearout during planing and other surfacing operations. blue gum tends to have many internal stresses and drying difficulties, and also has a large amount of movement in service, which excludes it from being used in applications where stability is important. glues and finishes well."," utility lumber, pallets, paper (pulpwood),fenceposts, flooring, veneer, and turned objects.",,,,,,,
"lemon-scented gum, lemon eucalyptus",corymbia citriodora (syn. eucalyptus citriodora), eastern australia,20,40,m,1,1.5,m,950,kg/m3,"8,510",n,134.4,mpa,16.66,gpa,66.2,mpa,radial,4,tangential,8,volumetric,12, no data available., no data available., no data available.,,,,,,,
" sweetgum, redgum, sapgum", liquidambar styraciflua, southeastern united states,20,30,m,0.6,1,m,545,kg/m3,"3,780",n,86.2,mpa,11.31,gpa,43.6,mpa,radial,5.3,tangential,10.2,volumetric,15.8," heartwood sections are rated as moderately durable to non-durable regarding decay resistance, while the sapwood is perishable. alsosusceptibleto insect attack."," generally easy to work, though planing can produce tearout due to interlocked grain. sweetgum is known to warp and distort badly duringinitialdrying. (after initial drying, distortion is significantly less, but the wood still experiences anappreciableamount of movement in service.) turns, glues, stains, and finishes well. responds moderately well to steam bending."," veneer, plywood, furniture (speaker/acoustic cabinets), interior trim, boxes/crates, and turned objects.",,,,,,,
river red gum,eucalyptus camaldulensis,australia,30,46,m,1,1.5,m,870,kg/m3,"9,600",n,123.8,mpa,11.8,gpa,57.8,mpa,radial,5.3,tangential,8.8,volumetric,14.1, no data available., no data available., no data available.,,,,,,,
"rose gum, flooded gum",eucalyptus grandis, eastern australia; also grown on plantations worldwide,30,50,m,1.2,2,m,640,kg/m3,"5,600",n,107.8,mpa,14.15,gpa,55.3,mpa,radial,5.9,tangential,10.1,volumetric,15.5, rated as durable to very durable; poor insect resistance.," fairly easy to work with both hand and machine tools, though rose gum experiences a large amount of shrinkage when drying, and a relatively large amount of movement in service. glues, stains, and finishes well."," flooring, millwork, furniture, and boatbuilding.",,,,,,,
spotted gum,corymbia maculata (syn. eucalyptus maculata),australia (coastal regions of new south wales),30,50,m,1,1.5,m,940,kg/m3,"10,360",n,141.8,mpa,19.77,gpa,71.8,mpa,radial,6.3,tangential,9.9,volumetric,16.3, no data available., no data available., no data available.,,,,,,,
" sweetgum, redgum, sapgum", liquidambar styraciflua, southeastern united states,20,30,m,0.6,1,m,545,kg/m3,"3,780",n,86.2,mpa,11.31,gpa,43.6,mpa,radial,5.3,tangential,10.2,volumetric,15.8," heartwood sections are rated as moderately durable to non-durable regarding decay resistance, while the sapwood is perishable. alsosusceptibleto insect attack."," generally easy to work, though planing can produce tearout due to interlocked grain. sweetgum is known to warp and distort badly duringinitialdrying. (after initial drying, distortion is significantly less, but the wood still experiences anappreciableamount of movement in service.) turns, glues, stains, and finishes well. responds moderately well to steam bending."," veneer, plywood, furniture (speaker/acoustic cabinets), interior trim, boxes/crates, and turned objects.",,,,,,,
"yellow gum, white ironbark",eucalyptusleucoxylon,southern australia (also widely planted as an ornamental tree),15,20,m,0.6,1,m,"1,010",kg/m3,"11,000",n,111,mpa,12,gpa,67,mpa,radial,5.3,tangential,10.5,volumetric,15.9, no data available., no data available., no data available.,,,,,,,
" hackberry, sugarberry"," celtis occidentalis, celtislaevigata", eastern north america,12,18,m,0.3,0.6,m,595,kg/m3,"3,910",n,75.9,mpa,8.21,gpa,37.5,mpa,radial,4.8,tangential,8.9,volumetric,13.8, rated as non-durable to perishable. alsosusceptibleto fungal discoloration and insect attack.,"generally good working characteristics with both hand and machine tools, though smaller pieces with knots, or sections with interlocked grain can pose challenges in machining. responds superbly to steam bending. glues, turns, stains, and finishes well."," furniture, boxes/crates, veneer, turned objects, and bent parts.",,,,,,,
" eastern hemlock, canadian hemlock", tsuga canadensis, eastern north america,30,,m,0.6,1,m,450,kg/m3,"2,220",n,61.4,mpa,8.28,gpa,37.3,mpa,radial,3,tangential,6.8,volumetric,9.7," rated as non-durable regarding decay resistance, and alsosusceptibleto insect attack."," working properties areintermediate. the wood tends to splinter easily when being worked, and tends to plane poorly.also, because of the disparity between the soft earlywood and the hard latewood, sanding can create dips and uneven surfaces.glues, stains, and finishes well."," boxes, pallets, crates, plywood, framing, and other construction purposes.",,,,,,,
 mountain hemlock, tsuga mertensiana, northwestcoastof north america,30,40,m,1,1.2,m,530,kg/m3,"3,030",n,79.3,mpa,9.17,mpa,44.4,mpa,radial,4.4,tangential,7.1,volumetric,11.1," rated as non-durable regarding decay resistance, and alsosusceptibleto insect attack."," overall working properties are good, but because of the disparity between the soft earlywood and the hard latewood, sanding can create dips and uneven surfaces.glues, stains, and finishes well."," boxes, pallets, crates, plywood, framing, and other construction purposes.",,,,,,,
 western hemlock, tsuga heterophylla, northwestcoastof north america,50,60,m,1,1.5,m,465,kg/m3,"2,400",n,77.9,mpa,11.24,gpa,37.3,mpa,radial,4.2,tangential,7.8,volumetric,12.4," rated as non-durable regarding decay resistance, and alsosusceptibleto insect attack."," overall working properties are good, but because of the disparity between the soft earlywood and the hard latewood, sanding can create dips and uneven surfaces.glues, stains, and finishes well."," boxes, pallets, crates, plywood, framing, and other construction purposes.",,,,,,,
 bitternut hickory, carya cordiformis, eastern united states,30,40,m,0.6,1,m,735,kg/m3,"6,670",n,117.9,mpa,12.35,gpa,62.3,mpa,volumetric,13.6,,,,,,,,,,,,,,
 mockernut hickory, carya tomentosa, eastern united states,30,35,m,0.6,1,m,815,kg/m3,"8,760",n,132.4,mpa,15.31,gpa,61.7,mpa,radial,7.7,tangential,11,volumetric,17.8," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack."," difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending."," tool handles, ladder rungs, wheel spokes, flooring, etc.",,,,,,,
 nutmeg hickory, carya myristiciformis, southeastern united states,15,20,m,0.3,0.6,m,675,kg/m3,"5,740",n,114.5,mpa,11.72,gpa,47.7,mpa,,,,,,,,,,,,,,,,
 pignut hickory, carya glabra, eastern united states,20,30,m,0.6,1,m,835,kg/m3,"9,520",n,138.6,mpa,15.59,gpa,63.4,mpa,radial,7.2,tangential,11.5,volumetric,17.9," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack."," difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending."," tool handles, ladder rungs, wheel spokes, flooring, etc.",,,,,,,
 shagbark hickory, carya ovata, eastern united states,20,30,m,0.3,0.6,m,800,kg/m3,"8,360",n,139.3,mpa,14.9,gpa,63.5,mpa,radial,7,tangential,10.5,volumetric,16.7," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack."," difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending."," tool handles, ladder rungs, wheel spokes, flooring, etc.",,,,,,,
 shellbark hickory, carya laciniosa, eastern united states,30,40,m,0.3,0.6,m,770,kg/m3,"8,100",n,124.8,mpa,13.03,gpa,55.2,mpa,radial,7.6,tangential,12.6,volumetric,19.2," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack."," difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending."," tool handles, ladder rungs, wheel spokes, flooring, etc.",,,,,,,
 water hickory, carya aquatica, southeastern united states,20,30,m,0.3,0.6,m,690,kg/m3,"6,900",n,122.8,mpa,13.93,gpa,59.3,mpa,volumetric,13.6,,,,,,,,,,,,,,
" holly, american holly", ilex opaca, eastern united states,9,15,m,0.3,0.6,m,640,kg/m3,"4,540",n,71,mpa,7.66,gpa,38.2,mpa,radial,4.8,tangential,9.9,volumetric,16.9," rated as non-durable or perishable, and susceptible to insect attack."," can be difficult to work on account of the numerous knots and interlocked grain. glues, stains, and finishes well, and is sometimes stained black as a substitute for  ebony. turns well on the lathe."," inlays, furniture, piano keys (dyed black), broom and brush handles, turned objects, and other small novelty items.",,,,,,,
" cape holly, african holly", ilex mitis, africa,15,20,m,0.3,0.6,m,640,kg/m3,"4,870",n,75.4,mpa,9.06,gpa,41.5,mpa,radial,4.9,tangential,10.5,volumetric,16," rated as non-durable or perishable, and susceptible to insect attack.","can be difficult to work on account of the numerous knots and interlocked grain. glues, stains, and finishes well, and is sometimes stained black as a substitute for ebony. turns well on the lathe."," inlays, furniture, piano keys (dyed black), broom and brush handles, turned objects, and other small novelty items.",,,,,,,
" english holly, european holly", ilex aquifolium," europe, northwest africa, andsoutheastasia",15,20,m,0.3,0.6,m,650,kg/m3,"4,510",n,,,,,,,radial,5.4,tangential,10,volumetric,16.4," rated as non-durable or perishable, and susceptible to insect attack.","can be difficult to work on account of the numerous knots and interlocked grain. glues, stains, and finishes well, and is sometimes stained black as a substitute for ebony. turns well on the lathe."," inlays, furniture, piano keys (dyed black), broom and brush handles, turned objects, and other small novelty items.",,,,,,,
" hophornbeam, american ironwood", ostrya virginiana, eastern north america,12,18,m,0.3,0.6,m,785,kg/m3,"8,270",n,97.2,mpa,11.72,gpa,53.5,mpa,radial,8.2,tangential,9.6,volumetric,18.6," heartwood is rated as non-durable to perishable regarding decay resistance, and is alsosusceptibleto insect attack."," overall, a difficult wood to work. hophornbeam has high cutting resistance, (which also means that the finished wood product has good wear resistance). reacts poorly to steam bending attempts. turns, glues, and finishes well."," furniture, canes, tool handles, and other turned objects.",,,,,,,
" macacauba, macawood, hormigo, orange agate"," platymiscium spp. <br />(p. dimorphandrum,p.pinnatum, p. trinitatis,p. ulei)", central and south america,20,25,m,0.6,1,m,950,kg/m3,"12,030",n,148.6,mpa,19.56,gpa,80.7,mpa,radial,2.8,tangential,4.2,volumetric,7.2," heartwood is rated as durable to very durable regarding decay resistance, with good resistance to insect attacks as well."," overall, good working characteristics for both hand and machine tools, though areas of interlocked grain should be approached with care to avoid tearout. able to take a very high natural polish. turns and glues well."," furniture, cabinetry, veneer, musical instruments, turned objects, and small specialty wood items.",,,,,,,
" american hornbeam, blue beech", carpinus caroliniana, easternnorth america,10,12,m,0.5,0.6,m,785,kg/m3,"7,920",n,112.4,mpa,11.68,gpa,44.8,mpa,radial,5.7,tangential,11.4,volumetric,19.1," hornbeam is rated as non-durable to perishable in regards to decay resistance, and is alsosusceptibleto insect attack. however, hornbeam has excellent resistance to wear and abrasion."," overall, hornbeam is considered difficult to work on account of its density and toughness. however, this same density, coupled with its fine and even grain, make an excellent turning wood. stains, glues, and finishes well."," fuelwood, wheels, handles, shafts, and other small wood parts.",,,,,,,
" hophornbeam, american ironwood", ostrya virginiana, eastern north america,12,18,m,0.3,0.6,m,785,kg/m3,"8,270",n,97.2,mpa,11.72,gpa,53.5,mpa,radial,8.2,tangential,9.6,volumetric,18.6," heartwood is rated as non-durable to perishable regarding decay resistance, and is alsosusceptibleto insect attack."," overall, a difficult wood to work. hophornbeam has high cutting resistance, (which also means that the finished wood product has good wear resistance). reacts poorly to steam bending attempts. turns, glues, and finishes well."," furniture, canes, tool handles, and other turned objects.",,,,,,,
" european hornbeam, common hornbeam", carpinus betulus, europe and western asia,15,20,m,0.6,1,m,735,kg/m3,"7,260",n,110.4,mpa,12.1,gpa,50.5,mpa,radial,6.8,tangential,11.5,volumetric,18.4," hornbeam is rated as non-durable to perishable in regards to decay resistance, and is alsosusceptibleto insect attack. however, hornbeam has excellent resistance to wear and abrasion."," overall, hornbeam is considered difficult to work on account of its density and toughness. however, this same density, coupled with its fine and even grain, make an excellent turning wood. stains, glues, and finishes well."," fuelwood, flooring, veneer, musical instruments (percussion), wheels, handles, shafts, turned objects, and other small wood parts.",,,,,,,
" idigbo, black afara", terminalia ivorensis, west tropical africa; also grown on plantations,30,46,m,1,1.5,m,530,kg/m3,"3,760",n,82.8,mpa,9.35,gpa,46,mpa,radial,3.5,tangential,5.2,volumetric,9, no data available., wood may stain when in contactwithiron., no data available.,,,,,,,
" imbuia, embuya, and variant spellings; brazilian walnut", ocotea porosa (syn. phoebe porosa), southern brazil,30,40,m,1.5,1.8,m,660,kg/m3,"4,300",n,84.8,mpa,9.61,gpa,46.8,mpa,radial,3,tangential,6.4,volumetric,9.5, rated as durable; also moderately resistant to insect attacks. good weathering characteristics.,"produces good results with both hand and machine tools. however, pieces with wild orirregulargrain may present challenges in surfacing and other machining operations. turns, glues, and finishes well."," furniture,cabinetry, flooring, veneer, boatbuilding, gunstocks, and turned objects.",,,,,,,
indian laurel,terminalia elliptica (syn. t. tomentosa),southern asia (primarily india and myanmar),20,30,m,0.6,1,m,855,kg/m3,"10,390",n,101.4,mpa,12.46,gpa,56.7,mpa,radial,4.8,tangential,7.4,volumetric,13.2,rated as moderately durable; poor insect resistance.,"generally easy to work, though sections with interlocked or irregular grain are more problematic. turns and finishes well.","veneer, furniture, cabinetry, boatbuilding, turned objects, and other small specialty items.",,,,,,,
